employee_id,department,database_criticality,days_since_last_rotation,reminders_ignored,magic_link_clicked,caused_breach
EMP-1254,Marketing,High,42,1,0,0
EMP-1255,Sales,High,43,0,0,0
EMP-1256,Finance,Medium,73,1,1,0
EMP-1257,Finance,Medium,388,5,1,1
EMP-1258,IT,Critical,268,7,0,1
EMP-1259,Engineering,Critical,227,9,0,1
EMP-1260,Finance,High,295,5,1,0
EMP-1261,Finance,Medium,307,7,0,1
EMP-1262,IT,Critical,291,11,1,1
EMP-1263,Finance,Critical,206,3,1,0
EMP-1264,Finance,Critical,54,1,1,0
EMP-1265,Engineering,High,324,3,0,1
EMP-1266,HR,Low,397,3,0,1
EMP-1267,Sales,Critical,339,5,0,0
EMP-1268,IT,High,309,5,1,0
EMP-1269,Finance,Low,154,4,1,0
EMP-1270,Marketing,High,89,1,1,0
EMP-1271,Finance,Critical,75,1,1,0
EMP-1272,HR,Medium,238,7,0,0
EMP-1273,Sales,Medium,222,5,1,0
EMP-1274,Sales,Critical,202,7,1,1
EMP-1275,HR,Critical,144,2,0,0
EMP-1276,Sales,Medium,91,2,1,0
EMP-1277,Marketing,Low,323,9,1,1
EMP-1278,IT,Medium,221,8,1,1
EMP-1279,Finance,Critical,348,8,1,1
EMP-1280,Finance,Critical,241,3,1,1
EMP-1281,Marketing,Low,283,6,1,0
EMP-1282,IT,Critical,194,4,1,0
EMP-1283,Sales,Critical,397,8,1,1
EMP-1284,HR,Low,266,5,1,0
EMP-1285,Sales,Medium,255,6,1,0
EMP-1286,Finance,Low,315,8,0,1
EMP-1287,Marketing,Medium,183,11,1,0
EMP-1288,IT,Critical,302,6,1,1
EMP-1289,Sales,Critical,361,10,1,1
EMP-1290,Finance,Critical,80,0,1,0
EMP-1291,HR,Low,277,6,0,1
EMP-1292,Sales,Low,242,5,0,0
EMP-1293,Marketing,Medium,396,11,1,1
EMP-1294,Marketing,Low,87,1,1,0
EMP-1295,IT,High,221,5,0,0
EMP-1296,Finance,High,195,9,1,0
EMP-1297,IT,Low,336,8,1,0
EMP-1298,Finance,Low,247,7,1,1
EMP-1299,Engineering,Medium,54,1,0,0
EMP-1300,Sales,Low,333,12,1,1
EMP-1301,Sales,Medium,365,4,1,1
EMP-1302,Engineering,High,119,2,0,0
EMP-1303,IT,Medium,352,3,1,0
EMP-1304,HR,Medium,304,4,0,1
EMP-1305,Engineering,Medium,235,3,1,0
EMP-1306,Engineering,Low,150,4,1,0
EMP-1307,HR,Medium,250,12,0,1
EMP-1308,Marketing,High,315,11,1,1
EMP-1309,Finance,Medium,155,1,1,0
EMP-1310,Engineering,Critical,306,8,1,1
EMP-1311,Engineering,Low,340,5,0,0
EMP-1312,Marketing,High,394,4,1,0
EMP-1313,Marketing,Low,391,6,1,0
EMP-1314,IT,Medium,229,10,1,1
EMP-1315,Sales,Low,254,7,1,1
EMP-1316,IT,Low,343,10,0,0
EMP-1317,Engineering,Critical,303,4,1,1
EMP-1318,Sales,Low,299,6,1,1
EMP-1319,Marketing,Critical,117,3,1,1
EMP-1320,Sales,Medium,332,11,0,1
EMP-1321,Finance,Low,126,3,0,0
EMP-1322,IT,High,233,12,1,1
EMP-1323,Sales,Critical,217,12,1,1
EMP-1324,Engineering,Critical,389,3,1,1
EMP-1325,IT,Medium,207,6,1,1
EMP-1326,Sales,High,393,10,0,1
EMP-1327,Finance,Critical,90,1,1,0
EMP-1328,HR,Low,56,1,0,0
EMP-1329,Engineering,High,214,4,1,1
EMP-1330,Sales,Low,54,1,1,0
EMP-1331,Marketing,Critical,150,4,1,0
EMP-1332,Engineering,Critical,319,3,1,0
EMP-1333,HR,Low,199,8,1,1
EMP-1334,Sales,High,92,4,0,0
EMP-1335,HR,Medium,288,11,0,1
EMP-1336,Sales,High,143,1,1,0
EMP-1337,Marketing,High,391,8,1,1
EMP-1338,Finance,Critical,290,12,1,1
EMP-1339,Marketing,Critical,246,4,0,1
EMP-1340,IT,High,223,12,1,0
EMP-1341,Sales,Critical,147,4,0,0
EMP-1342,Finance,High,198,6,1,0
EMP-1343,Finance,Medium,397,7,1,1
EMP-1344,Engineering,Medium,300,10,1,1
EMP-1345,IT,Low,311,3,1,0
EMP-1346,IT,Critical,249,3,0,1
EMP-1347,Sales,Medium,317,6,1,1
EMP-1348,Sales,High,353,9,0,1
EMP-1349,Engineering,Low,256,11,0,1
EMP-1350,Engineering,Critical,306,10,0,1
EMP-1351,IT,Medium,309,6,1,1
EMP-1352,HR,Medium,338,6,0,1
EMP-1353,Marketing,Medium,221,3,0,1
EMP-1354,HR,Medium,76,1,1,0
EMP-1355,IT,Medium,194,9,1,0
EMP-1356,Marketing,Low,33,1,1,0
EMP-1357,Engineering,Low,326,7,1,1
EMP-1358,IT,High,124,1,1,1
EMP-1359,Sales,Low,261,6,1,1
EMP-1360,IT,Medium,136,2,1,0
EMP-1361,IT,Low,238,4,1,0
EMP-1362,Engineering,High,314,7,1,1
EMP-1363,Finance,Low,263,12,1,1
EMP-1364,Engineering,High,114,2,1,0
EMP-1365,Sales,High,222,9,0,1
EMP-1366,Marketing,High,188,3,1,0
EMP-1367,IT,Critical,69,0,1,0
EMP-1368,IT,Medium,236,9,0,1
EMP-1369,Sales,Medium,313,5,0,1
EMP-1370,HR,High,300,3,1,0
EMP-1371,Marketing,High,260,8,1,1
EMP-1372,HR,High,227,6,1,1
EMP-1373,Engineering,Critical,106,1,1,0
EMP-1374,IT,Low,301,6,0,1
EMP-1375,HR,High,58,0,1,0
EMP-1376,Finance,Medium,90,1,1,0
EMP-1377,HR,Medium,134,1,0,0
EMP-1378,Marketing,Medium,195,11,1,0
EMP-1379,Engineering,Medium,320,3,1,0
EMP-1380,Marketing,Low,33,1,1,0
EMP-1381,Marketing,Critical,72,0,1,0
EMP-1382,Finance,Medium,267,3,1,0
EMP-1383,IT,High,363,5,1,1
EMP-1384,Sales,Critical,250,8,1,1
EMP-1385,IT,Low,317,3,1,0
EMP-1386,Engineering,Critical,245,11,0,1
EMP-1387,Engineering,Low,394,6,1,0
EMP-1388,IT,Low,243,4,0,0
EMP-1389,HR,Medium,377,4,1,1
EMP-1390,Sales,Medium,156,4,0,0
EMP-1391,Sales,High,36,0,1,0
EMP-1392,Sales,Critical,361,7,0,1
EMP-1393,Marketing,High,353,12,1,1
EMP-1394,HR,Medium,48,1,1,0
EMP-1395,HR,Medium,169,2,0,0
EMP-1396,HR,Medium,213,4,1,0
EMP-1397,IT,High,64,1,1,1
EMP-1398,Sales,Low,186,8,1,0
EMP-1399,HR,High,377,12,1,1
EMP-1400,Engineering,Critical,153,1,1,1
EMP-1401,IT,Medium,301,7,1,1
EMP-1402,IT,Critical,202,11,1,1
EMP-1403,Engineering,Low,196,11,1,0
EMP-1404,Marketing,High,258,9,1,1
EMP-1405,IT,Critical,62,0,1,0
EMP-1406,Sales,Medium,76,1,1,0
EMP-1407,HR,Critical,106,1,0,0
EMP-1408,Engineering,Medium,96,2,1,0
EMP-1409,Sales,Critical,163,2,0,1
EMP-1410,IT,High,207,12,0,1
EMP-1411,Engineering,Critical,148,3,1,0
EMP-1412,Marketing,High,133,3,0,0
EMP-1413,Marketing,Low,141,4,1,0
EMP-1414,Engineering,Medium,394,8,1,1
EMP-1415,Engineering,High,149,3,1,0
EMP-1416,Marketing,High,175,1,0,0
EMP-1417,IT,Critical,143,4,0,1
EMP-1418,Sales,High,173,1,1,1
EMP-1419,IT,Critical,86,0,1,0
EMP-1420,HR,Critical,67,1,1,0
EMP-1421,Finance,Low,156,3,1,0
EMP-1422,Sales,Low,189,11,1,1
EMP-1423,Engineering,Low,334,4,1,1
EMP-1424,HR,Medium,112,1,1,0
EMP-1425,Marketing,Medium,192,7,0,0
EMP-1426,Sales,Critical,376,6,1,1
EMP-1427,HR,High,132,2,0,1
EMP-1428,HR,Low,276,8,1,0
EMP-1429,Marketing,Critical,120,3,1,0
EMP-1430,Marketing,High,241,3,1,0
EMP-1431,Engineering,High,283,4,1,0
EMP-1432,Sales,High,214,8,1,1
EMP-1433,Engineering,Medium,343,12,1,1
EMP-1434,Sales,High,283,3,1,0
EMP-1435,Marketing,Critical,63,0,1,0
EMP-1436,HR,Low,243,6,1,1
EMP-1437,Sales,Medium,57,1,1,0
EMP-1438,Finance,High,152,1,1,0
EMP-1439,Finance,Medium,337,4,0,1
EMP-1440,Engineering,Medium,233,3,1,0
EMP-1441,IT,Low,179,1,0,0
EMP-1442,Engineering,High,67,1,1,0
EMP-1443,Finance,Critical,133,2,1,0
EMP-1444,IT,Low,60,0,1,0
EMP-1445,Finance,Low,186,5,0,0
EMP-1446,HR,Medium,210,8,1,1
EMP-1447,HR,Medium,386,12,0,1
EMP-1448,Engineering,Critical,146,3,0,0
EMP-1449,Engineering,Critical,108,4,0,0
EMP-1450,Finance,Medium,177,2,0,0
EMP-1451,IT,Medium,349,5,1,0
EMP-1452,Engineering,Critical,345,9,1,1
EMP-1453,Sales,High,249,4,1,0
EMP-1454,Finance,Medium,171,2,0,0
EMP-1455,IT,Medium,265,10,0,0
EMP-1456,Engineering,Low,174,3,1,0
EMP-1457,Marketing,Critical,265,5,1,1
EMP-1458,IT,Medium,275,7,1,1
EMP-1459,IT,Critical,377,12,1,1
EMP-1460,Engineering,Critical,52,0,1,0
EMP-1461,Finance,Critical,195,3,0,0
EMP-1462,Sales,High,366,11,1,0
EMP-1463,HR,Critical,127,3,1,1
EMP-1464,Sales,Low,128,3,0,0
EMP-1465,Sales,Low,373,11,1,1
EMP-1466,Sales,High,209,9,1,1
EMP-1467,IT,High,100,2,1,0
EMP-1468,Finance,Critical,245,4,0,0
EMP-1469,Marketing,Low,84,0,1,0
EMP-1470,Engineering,High,223,6,1,1
EMP-1471,Engineering,Medium,181,7,1,1
EMP-1472,Sales,Critical,246,5,0,0
EMP-1473,HR,Low,43,0,1,0
EMP-1474,IT,Low,77,1,1,0
EMP-1475,IT,Low,183,11,0,0
EMP-1476,IT,Critical,337,9,0,1
EMP-1477,IT,High,112,2,1,0
EMP-1478,Sales,High,132,2,0,0
EMP-1479,Engineering,Low,59,1,1,0
EMP-1480,HR,Critical,139,2,0,0
EMP-1481,Marketing,Low,228,5,1,0
EMP-1482,Sales,Critical,41,1,1,0
EMP-1483,HR,Critical,172,3,1,0
EMP-1484,Sales,High,265,10,1,1
EMP-1485,IT,High,150,1,1,0
EMP-1486,Engineering,High,47,0,1,1
EMP-1487,Engineering,Critical,345,10,1,0
EMP-1488,HR,Medium,231,9,0,1
EMP-1489,Sales,High,272,3,1,0
EMP-1490,IT,Critical,272,11,1,1
EMP-1491,Marketing,Low,332,5,1,0
EMP-1492,Engineering,Low,112,4,1,0
EMP-1493,Engineering,Critical,257,9,0,1
EMP-1494,Sales,High,175,2,1,0
EMP-1495,IT,Critical,178,3,1,0
EMP-1496,Sales,Low,33,0,1,0
EMP-1497,Marketing,Critical,395,6,0,1
EMP-1498,HR,Low,231,8,1,1
EMP-1499,Sales,Critical,357,5,1,0
EMP-1500,Engineering,High,91,1,1,0
EMP-1501,Engineering,Medium,318,7,1,1
EMP-1502,IT,High,244,9,1,1
EMP-1503,HR,Critical,311,11,1,1
EMP-1504,HR,Medium,283,10,1,1
EMP-1505,Sales,Low,253,5,0,0
EMP-1506,Finance,Low,393,11,1,1
EMP-1507,IT,Medium,33,0,0,0
EMP-1508,HR,Critical,321,12,1,1
EMP-1509,Engineering,Low,47,1,0,0
EMP-1510,Sales,Medium,281,10,1,1
EMP-1511,IT,Medium,52,0,0,0
EMP-1512,Sales,Low,277,8,0,1
EMP-1513,Finance,High,38,1,1,0
EMP-1514,Marketing,Low,133,4,0,0
EMP-1515,HR,Medium,380,4,0,0
EMP-1516,IT,Low,278,8,1,1
EMP-1517,HR,Critical,150,3,1,0
EMP-1518,IT,Low,234,4,1,0
EMP-1519,HR,Medium,100,3,1,0
EMP-1520,Finance,High,238,7,1,1
EMP-1521,IT,Critical,162,2,1,1
EMP-1522,Finance,High,362,12,1,0
EMP-1523,HR,Critical,331,12,0,1
EMP-1524,Marketing,Medium,351,8,1,1
EMP-1525,IT,Medium,112,2,1,0
EMP-1526,IT,Critical,395,6,1,1
EMP-1527,Engineering,Medium,356,3,0,1
EMP-1528,Finance,Low,151,3,1,0
EMP-1529,HR,Critical,205,3,0,1
EMP-1530,Engineering,Medium,315,7,1,1
EMP-1531,Sales,Low,283,11,1,1
EMP-1532,IT,Critical,267,9,0,1
EMP-1533,Finance,Critical,382,11,1,1
EMP-1534,Engineering,High,191,12,1,1
EMP-1535,Engineering,Low,36,1,1,0
EMP-1536,Finance,Critical,381,6,0,1
EMP-1537,Finance,High,42,0,1,0
EMP-1538,HR,Low,392,11,1,1
EMP-1539,Sales,High,369,6,0,1
EMP-1540,Sales,High,64,0,0,1
EMP-1541,HR,High,316,7,1,1
EMP-1542,Sales,Low,147,3,1,0
EMP-1543,IT,Critical,367,7,1,1
EMP-1544,IT,Medium,262,9,0,0
EMP-1545,Engineering,Low,321,5,1,1
EMP-1546,Marketing,High,209,7,1,1
EMP-1547,HR,Medium,196,10,1,0
EMP-1548,Engineering,Low,268,12,0,1
EMP-1549,Engineering,High,348,12,0,1
EMP-1550,HR,Medium,139,3,0,0
EMP-1551,HR,Medium,269,6,1,1
EMP-1552,Sales,Low,169,1,0,0
EMP-1553,Sales,Medium,212,3,0,0
EMP-1554,Marketing,High,171,4,1,0
EMP-1555,Sales,High,379,3,1,0
EMP-1556,Marketing,Critical,331,10,1,1
EMP-1557,Sales,Critical,190,7,1,1
EMP-1558,Finance,Critical,280,7,1,1
EMP-1559,IT,Medium,356,5,1,1
EMP-1560,Engineering,High,39,0,1,0
EMP-1561,Marketing,High,266,12,0,1
EMP-1562,Finance,High,236,8,1,1
EMP-1563,Engineering,Critical,390,11,1,1
EMP-1564,Engineering,Critical,125,2,0,0
EMP-1565,Marketing,Critical,318,11,0,1
EMP-1566,Marketing,High,304,11,1,1
EMP-1567,IT,Medium,208,10,1,1
EMP-1568,Engineering,Critical,149,3,1,0
EMP-1569,HR,Critical,312,12,1,1
EMP-1570,Marketing,High,148,3,1,0
EMP-1571,IT,High,203,3,0,0
EMP-1572,IT,High,304,9,1,1
EMP-1573,IT,Low,209,3,1,0
EMP-1574,Sales,Medium,329,8,1,1
EMP-1575,Finance,Medium,296,8,0,1
EMP-1576,Marketing,Low,130,4,1,0
EMP-1577,Marketing,Low,80,1,1,0
EMP-1578,HR,Medium,275,11,1,1
EMP-1579,Sales,Medium,237,4,1,1
EMP-1580,IT,Critical,378,5,0,0
EMP-1581,Engineering,Critical,84,0,1,0
EMP-1582,Marketing,Low,372,9,0,1
EMP-1583,HR,Low,384,6,1,1
EMP-1584,Marketing,Medium,360,10,0,1
EMP-1585,HR,High,380,12,1,1
EMP-1586,Engineering,Low,63,0,1,0
EMP-1587,IT,High,311,10,1,0
EMP-1588,Engineering,Critical,138,3,0,0
EMP-1589,Sales,Critical,42,0,1,0
EMP-1590,IT,Medium,151,1,0,0
EMP-1591,Engineering,Medium,364,11,0,1
EMP-1592,Marketing,Medium,245,12,0,1
EMP-1593,HR,Critical,344,5,1,1
EMP-1594,IT,High,261,9,0,1
EMP-1595,Marketing,High,250,9,1,0
EMP-1596,HR,Critical,385,8,1,1
EMP-1597,Engineering,Critical,186,4,0,0
EMP-1598,Engineering,Medium,176,1,1,0
EMP-1599,Marketing,Critical,44,1,1,0
EMP-1600,Marketing,Critical,194,6,1,1
EMP-1601,Sales,Critical,319,3,1,1
EMP-1602,Finance,High,104,1,0,0
EMP-1603,Engineering,Medium,246,7,0,0
EMP-1604,IT,Critical,244,9,1,1
EMP-1605,Finance,High,183,7,1,0
EMP-1606,Engineering,Critical,176,3,1,0
EMP-1607,IT,Critical,75,1,1,0
EMP-1608,Sales,Low,313,10,1,1
EMP-1609,Finance,Medium,393,11,1,0
EMP-1610,Marketing,Low,85,1,1,0
EMP-1611,Marketing,High,97,3,1,0
EMP-1612,Marketing,Low,386,10,0,1
EMP-1613,HR,Low,128,4,0,0
EMP-1614,Marketing,Critical,180,11,1,0
EMP-1615,HR,High,121,1,1,0
EMP-1616,Finance,Medium,338,12,1,1
EMP-1617,HR,High,108,3,1,0
EMP-1618,Finance,Low,250,11,1,0
EMP-1619,Finance,Medium,261,6,1,0
EMP-1620,Sales,High,350,10,1,1
EMP-1621,IT,Medium,195,7,1,0
EMP-1622,Finance,Medium,167,2,1,0
EMP-1623,Finance,Low,361,7,1,0
EMP-1624,HR,Critical,325,9,1,1
EMP-1625,Engineering,High,103,1,1,0
EMP-1626,IT,Low,255,9,1,1
EMP-1627,Finance,Critical,319,5,0,1
EMP-1628,Sales,Critical,214,12,1,1
EMP-1629,Marketing,Low,248,6,0,1
EMP-1630,IT,High,239,12,1,1
EMP-1631,Marketing,Critical,273,8,1,0
EMP-1632,Engineering,Critical,45,1,0,1
EMP-1633,IT,High,130,2,0,0
EMP-1634,Finance,Low,272,3,0,1
EMP-1635,Engineering,Medium,132,4,1,0
EMP-1636,HR,Critical,246,3,1,0
EMP-1637,Engineering,Critical,345,4,1,1
EMP-1638,HR,Critical,246,9,0,1
EMP-1639,Finance,High,154,1,0,0
EMP-1640,Engineering,Low,341,9,1,1
EMP-1641,IT,Low,86,1,1,0
EMP-1642,HR,Critical,50,1,0,0
EMP-1643,Sales,Critical,206,8,0,1
EMP-1644,Sales,Medium,358,10,1,0
EMP-1645,HR,Medium,377,8,1,1
EMP-1646,HR,Medium,260,10,1,0
EMP-1647,Sales,Critical,204,11,0,1
EMP-1648,Sales,Medium,102,1,0,1
EMP-1649,Engineering,Low,126,3,1,0
EMP-1650,Sales,High,50,0,1,0
EMP-1651,IT,High,83,1,1,0
EMP-1652,HR,Low,152,2,1,0
EMP-1653,Finance,High,174,4,1,0
EMP-1654,IT,Low,366,11,1,0
EMP-1655,Sales,Critical,252,12,1,1
EMP-1656,Finance,Low,75,1,0,0
EMP-1657,HR,Medium,57,0,0,0
EMP-1658,Marketing,Critical,211,4,0,1
EMP-1659,Engineering,High,250,12,1,1
EMP-1660,Marketing,Critical,180,3,1,0
EMP-1661,IT,High,274,3,1,0
EMP-1662,IT,Low,249,7,1,1
EMP-1663,Engineering,Critical,91,1,1,0
EMP-1664,Sales,Low,363,12,1,0
EMP-1665,Marketing,Critical,254,10,1,1
EMP-1666,Marketing,Medium,78,0,1,0
EMP-1667,Finance,Low,99,4,0,0
EMP-1668,Marketing,Low,44,1,1,0
EMP-1669,IT,Medium,51,0,1,0
EMP-1670,HR,Low,167,2,0,0
EMP-1671,Marketing,High,176,2,1,0
EMP-1672,Finance,Critical,179,1,1,0
EMP-1673,Finance,Low,356,7,0,0
EMP-1674,Marketing,Low,105,4,1,0
EMP-1675,IT,Medium,143,1,1,0
EMP-1676,IT,Medium,259,3,0,1
EMP-1677,HR,High,170,2,1,0
EMP-1678,HR,Critical,325,12,1,1
EMP-1679,Marketing,Critical,180,4,1,0
EMP-1680,HR,Low,265,7,0,1
EMP-1681,Finance,High,128,3,1,0
EMP-1682,IT,Low,45,1,1,0
EMP-1683,Engineering,High,235,7,1,1
EMP-1684,Finance,High,184,4,1,1
EMP-1685,Sales,Critical,260,6,1,1
EMP-1686,Sales,Medium,212,5,0,0
EMP-1687,Sales,Medium,165,4,1,0
EMP-1688,Sales,Medium,129,1,1,0
EMP-1689,Finance,Medium,236,11,1,0
EMP-1690,HR,Critical,99,2,1,0
EMP-1691,HR,Critical,149,1,0,0
EMP-1692,Finance,High,281,3,1,0
EMP-1693,Marketing,Low,128,1,1,0
EMP-1694,IT,Medium,242,10,1,1
EMP-1695,Marketing,High,109,1,0,0
EMP-1696,HR,Medium,290,6,0,1
EMP-1697,Marketing,Medium,360,3,1,0
EMP-1698,Sales,Medium,59,1,1,0
EMP-1699,IT,High,399,10,0,1
EMP-1700,IT,Critical,347,7,0,1
EMP-1701,Engineering,Critical,396,4,0,0
EMP-1702,Sales,Critical,49,1,0,0
EMP-1703,Sales,Critical,240,11,1,1
EMP-1704,Sales,Medium,277,9,1,0
EMP-1705,IT,Low,203,9,1,1
EMP-1706,Sales,Critical,221,7,1,1
EMP-1707,HR,Low,211,3,0,1
EMP-1708,HR,Critical,299,4,0,1
EMP-1709,IT,Critical,238,7,1,1
EMP-1710,Finance,Low,358,9,1,1
EMP-1711,Finance,High,386,10,1,1
EMP-1712,Marketing,Medium,59,1,1,0
EMP-1713,Finance,Low,358,7,1,0
EMP-1714,Sales,Low,179,4,0,0
EMP-1715,Sales,Low,333,12,0,1
EMP-1716,Sales,Medium,197,12,0,0
EMP-1717,Engineering,Low,78,1,1,0
EMP-1718,HR,High,132,2,1,0
EMP-1719,Finance,Critical,379,9,1,1
EMP-1720,Finance,Medium,144,4,1,0
EMP-1721,Finance,High,41,1,0,0
EMP-1722,HR,Medium,238,7,1,1
EMP-1723,IT,Low,183,10,1,0
EMP-1724,Sales,Medium,121,1,1,0
EMP-1725,Sales,Low,47,0,1,0
EMP-1726,Sales,Low,68,1,1,0
EMP-1727,Marketing,Low,46,0,0,0
EMP-1728,Marketing,Medium,250,12,0,0
EMP-1729,IT,Medium,121,4,1,0
EMP-1730,Marketing,Medium,234,9,0,1
EMP-1731,HR,Critical,203,6,0,1
EMP-1732,Finance,High,127,3,0,0
EMP-1733,Marketing,Critical,38,1,0,0
EMP-1734,HR,Low,133,4,1,0
EMP-1735,Engineering,High,357,5,1,0
EMP-1736,Sales,Low,310,9,1,0
EMP-1737,IT,Critical,386,8,1,1
EMP-1738,HR,Medium,296,6,1,1
EMP-1739,Sales,Critical,363,7,1,1
EMP-1740,Engineering,High,73,0,0,0
EMP-1741,Sales,Critical,307,7,0,1
EMP-1742,HR,Medium,322,5,1,0
EMP-1743,Finance,Medium,278,10,1,1
EMP-1744,HR,Medium,303,12,1,1
EMP-1745,Marketing,Critical,118,4,1,1
EMP-1746,Finance,High,91,4,1,0
EMP-1747,Marketing,Low,318,5,1,0
EMP-1748,HR,Critical,62,1,0,0
EMP-1749,Engineering,High,363,11,1,1
EMP-1750,Sales,Low,120,3,1,0
EMP-1751,HR,Low,234,10,1,0
EMP-1752,IT,Critical,241,5,1,0
EMP-1753,Engineering,Critical,235,9,1,0
EMP-1754,Engineering,Medium,298,8,1,1
EMP-1755,Finance,Critical,112,2,1,1
EMP-1756,Sales,Low,221,12,1,1
EMP-1757,Engineering,Critical,262,12,1,1
EMP-1758,Finance,Medium,314,11,0,1
EMP-1759,Finance,High,100,2,0,1
EMP-1760,Marketing,Critical,276,9,1,1
EMP-1761,Finance,Critical,174,2,0,0
EMP-1762,Marketing,Medium,88,0,0,0
EMP-1763,HR,Low,236,5,0,0
EMP-1764,Sales,Medium,143,1,1,0
EMP-1765,Marketing,Medium,190,6,1,0
EMP-1766,Finance,Low,165,1,0,0
EMP-1767,Marketing,Critical,308,6,1,1
EMP-1768,Sales,High,31,0,1,0
EMP-1769,IT,High,348,12,0,1
EMP-1770,Finance,Low,363,11,1,1
EMP-1771,HR,Medium,322,12,1,1
EMP-1772,HR,Medium,190,5,0,0
EMP-1773,Finance,Medium,226,8,1,1
EMP-1774,HR,Medium,256,3,0,1
EMP-1775,IT,Medium,56,1,1,0
EMP-1776,Finance,Medium,398,12,1,1
EMP-1777,Sales,High,101,1,0,0
EMP-1778,IT,Medium,68,0,0,0
EMP-1779,HR,High,289,4,1,0
EMP-1780,IT,Critical,396,10,0,1
EMP-1781,Sales,Critical,86,0,0,0
EMP-1782,Sales,Medium,41,0,1,0
EMP-1783,HR,High,211,8,1,0
EMP-1784,Marketing,Critical,290,12,0,1
EMP-1785,Sales,Medium,258,11,1,1
EMP-1786,Engineering,Medium,162,2,1,0
EMP-1787,HR,Critical,153,4,0,0
EMP-1788,Sales,Low,356,9,1,1
EMP-1789,Marketing,Medium,99,2,0,0
EMP-1790,HR,High,133,2,1,0
EMP-1791,IT,High,91,3,0,0
EMP-1792,Engineering,Low,187,11,1,0
EMP-1793,HR,Low,110,1,0,0
EMP-1794,IT,Medium,47,0,1,0
EMP-1795,Finance,Medium,273,7,1,1
EMP-1796,Engineering,Medium,33,0,1,0
EMP-1797,Marketing,Critical,389,5,1,1
EMP-1798,IT,High,52,1,1,0
EMP-1799,HR,High,37,0,0,0
EMP-1800,IT,Medium,189,3,1,0
EMP-1801,HR,Low,33,1,1,0
EMP-1802,HR,High,83,0,1,0
EMP-1803,Finance,Critical,334,10,1,1
EMP-1804,IT,High,329,3,0,1
EMP-1805,Engineering,Critical,49,1,1,0
EMP-1806,Finance,Low,112,3,1,0
EMP-1807,Engineering,Low,182,11,0,1
EMP-1808,Engineering,Low,332,9,1,1
EMP-1809,Finance,Critical,259,9,1,1
EMP-1810,Engineering,Critical,270,6,1,0
EMP-1811,HR,Low,376,12,1,1
EMP-1812,Finance,High,286,3,1,1
EMP-1813,Engineering,Low,43,0,1,0
EMP-1814,HR,High,294,5,0,1
EMP-1815,Marketing,Medium,131,3,1,0
EMP-1816,Sales,Medium,91,3,1,0
EMP-1817,Engineering,Medium,150,4,1,0
EMP-1818,IT,Critical,99,3,1,0
EMP-1819,Sales,Critical,179,4,1,0
EMP-1820,IT,High,196,9,1,0
EMP-1821,HR,Low,399,7,0,1
EMP-1822,IT,Critical,136,4,0,0
EMP-1823,IT,Critical,227,12,1,1
EMP-1824,Finance,Low,85,0,0,1
EMP-1825,IT,Medium,296,12,1,1
EMP-1826,Engineering,Critical,222,9,1,1
EMP-1827,Sales,Critical,179,4,1,0
EMP-1828,HR,Low,32,1,1,0
EMP-1829,Finance,Low,219,6,1,1
EMP-1830,Marketing,High,341,9,1,1
EMP-1831,IT,High,152,4,1,0
EMP-1832,Finance,Medium,248,8,1,1
EMP-1833,Engineering,Low,264,5,0,1
EMP-1834,IT,High,209,5,0,1
EMP-1835,Marketing,Low,283,7,1,1
EMP-1836,Sales,Low,157,1,1,0
EMP-1837,Marketing,Low,234,7,0,0
EMP-1838,Sales,High,239,11,1,1
EMP-1839,Finance,Low,311,6,0,1
EMP-1840,Finance,Critical,316,11,1,0
EMP-1841,HR,Critical,285,6,1,1
EMP-1842,Engineering,Critical,69,1,0,0
EMP-1843,IT,Critical,217,3,1,1
EMP-1844,Engineering,Medium,103,2,1,0
EMP-1845,HR,Low,267,5,1,0
EMP-1846,IT,High,314,3,0,0
EMP-1847,Finance,Critical,253,3,0,1
EMP-1848,HR,Critical,222,12,1,0
EMP-1849,Marketing,Critical,156,4,1,0
EMP-1850,Finance,Medium,309,11,0,1
EMP-1851,Engineering,Medium,163,1,1,0
EMP-1852,IT,Critical,318,8,1,1
EMP-1853,Marketing,Low,248,4,1,1
EMP-1854,Sales,High,145,4,1,0
EMP-1855,Marketing,Medium,303,7,1,0
EMP-1856,Engineering,Low,75,0,0,0
EMP-1857,Finance,High,188,6,1,1
EMP-1858,Finance,Medium,176,2,1,0
EMP-1859,Finance,Critical,245,10,1,1
EMP-1860,IT,Low,158,2,1,0
EMP-1861,Marketing,Critical,253,7,1,0
EMP-1862,Marketing,Critical,56,1,0,0
EMP-1863,Marketing,Medium,327,4,1,0
EMP-1864,Finance,Critical,325,9,0,1
EMP-1865,Marketing,Low,196,3,1,0
EMP-1866,Finance,High,387,3,1,0
EMP-1867,Engineering,Medium,301,8,0,1
EMP-1868,Marketing,Medium,319,5,0,0
EMP-1869,Finance,Medium,148,1,1,0
EMP-1870,Finance,Medium,334,5,1,0
EMP-1871,Sales,High,158,1,1,0
EMP-1872,Engineering,Medium,111,3,1,0
EMP-1873,IT,High,160,3,1,0
EMP-1874,IT,Low,369,3,0,0
EMP-1875,Marketing,Medium,312,11,1,1
EMP-1876,Sales,Low,283,4,1,0
EMP-1877,Marketing,Medium,93,4,0,1
EMP-1878,HR,High,120,2,1,0
EMP-1879,Marketing,Low,41,0,1,0
