employee_id,department,role,database_name,days_to_expiry,total_rotations,successful_rotations,failed_rotations,reminders_ignored,avg_response_hours,login_frequency_per_week,password_strength_score,uses_mfa,breach_risk_score,caused_breach
EMP-1477,HR,Tech Lead,Oracle,146,8,7,1,2,24,1,7,1,0,0
EMP-1478,Infrastructure,Senior Developer,MariaDB,29,11,11,0,2,17,7,8,1,0,0
EMP-1479,Engineering,Manager,Oracle,54,7,7,0,1,22,19,2,0,0,0
EMP-1480,Data Science,Intern,MySQL,-17,11,9,2,6,159,18,7,0,78.5,1
EMP-1481,HR,Analyst,PostgreSQL,59,1,1,0,0,66,25,9,1,0,0
EMP-1482,Data Science,Developer,Redis,119,7,4,3,0,65,20,3,0,2.83,0
EMP-1483,Operations,Engineer,SQL Server,52,12,8,4,2,43,15,7,1,0,0
EMP-1484,Data Science,Tech Lead,SQL Server,117,4,2,2,1,6,3,6,0,0,0
EMP-1485,Data Science,Intern,MariaDB,54,6,3,3,1,97,13,10,0,0,0
EMP-1486,Security,Manager,SQL Server,-12,14,10,4,5,23,25,3,1,32.83,0
EMP-1487,Security,Junior Developer,CockroachDB,87,14,10,4,1,81,16,3,0,0,0
EMP-1488,Operations,Engineer,MySQL,83,8,6,2,2,60,17,3,0,0,0
EMP-1489,Engineering,Manager,PostgreSQL,36,0,0,0,0,33,26,9,0,0,0
EMP-1490,HR,Intern,MariaDB,138,9,6,3,2,72,32,4,1,0,0
EMP-1491,Data Science,Tech Lead,MySQL,49,1,1,0,0,26,6,7,0,0,0
EMP-1492,Operations,Junior Developer,MongoDB,62,9,9,0,1,51,22,4,1,0,0
EMP-1493,HR,Intern,Redis,78,12,11,1,2,137,18,7,1,0,0
EMP-1494,HR,Manager,CockroachDB,43,12,8,4,1,31,6,5,0,0,0
EMP-1495,Security,Analyst,PostgreSQL,71,2,2,0,2,36,12,9,1,0,0
EMP-1496,Security,Engineer,SQL Server,67,6,5,1,1,27,19,5,1,0,0
EMP-1497,HR,Developer,MariaDB,128,4,3,1,2,34,24,5,1,0,0
EMP-1498,QA,Analyst,MariaDB,66,9,5,4,1,31,21,5,0,3.17,0
EMP-1499,Engineering,Tech Lead,Oracle,-5,0,0,0,10,15,37,6,1,73.5,1
EMP-1500,Infrastructure,Manager,MySQL,137,6,4,2,0,21,34,2,1,0,0
EMP-1501,Finance,Developer,Oracle,124,9,7,2,1,71,29,7,1,0,0
EMP-1502,HR,Manager,MongoDB,140,6,5,1,1,11,1,8,1,0,0
EMP-1503,Security,Senior Developer,SQL Server,30,15,14,1,2,30,30,2,0,0,0
EMP-1504,Security,Analyst,MariaDB,54,6,6,0,1,53,9,8,1,0,0
EMP-1505,Operations,Junior Developer,Oracle,148,8,4,4,2,125,20,8,0,24.83,0
EMP-1506,Data Science,Engineer,SQL Server,138,12,12,0,2,57,39,2,1,0,0
EMP-1507,Finance,Tech Lead,MongoDB,-40,2,1,1,7,27,32,4,0,100,1
EMP-1508,HR,Senior Developer,MongoDB,130,8,7,1,0,36,37,3,1,0,0
EMP-1509,HR,Tech Lead,CockroachDB,69,3,3,0,1,4,26,5,1,0,0
EMP-1510,Data Science,Senior Developer,Oracle,30,0,0,0,2,13,3,4,1,0,0
EMP-1511,Operations,Tech Lead,MariaDB,52,1,1,0,0,19,19,4,1,0,0
EMP-1512,Security,Intern,PostgreSQL,84,10,8,2,2,37,18,4,1,0,0
EMP-1513,Finance,Intern,MariaDB,-3,2,1,1,10,86,28,2,0,100,1
EMP-1514,Infrastructure,Tech Lead,CockroachDB,99,12,8,4,2,33,30,10,0,0,0
EMP-1515,Data Science,Senior Developer,MongoDB,74,11,10,1,2,6,7,2,1,0,0
EMP-1516,Security,Tech Lead,Redis,-18,5,4,1,9,25,12,4,1,100,1
EMP-1517,Engineering,Manager,Redis,18,14,12,2,0,30,12,5,0,0,0
EMP-1518,HR,Analyst,MySQL,15,11,9,2,1,41,20,5,0,0,0
EMP-1519,QA,Developer,CockroachDB,30,12,11,1,0,63,37,10,1,0,0
EMP-1520,QA,Developer,MariaDB,1,14,12,2,3,40,15,3,1,0,0
EMP-1521,Engineering,Manager,MariaDB,9,6,4,2,0,18,8,9,0,0,0
EMP-1522,HR,Senior Developer,CockroachDB,-35,8,8,0,3,5,40,9,0,70.83,1
EMP-1523,QA,Tech Lead,Redis,37,2,1,1,0,32,28,8,1,0,0
EMP-1524,QA,Manager,MySQL,94,3,3,0,0,16,6,9,0,0,0
EMP-1525,Data Science,Intern,MongoDB,69,8,6,2,2,96,18,9,0,0,0
EMP-1526,Data Science,Tech Lead,PostgreSQL,16,6,5,1,2,14,27,8,0,0,0
EMP-1527,QA,Senior Developer,MariaDB,87,2,2,0,1,35,19,5,1,0,0
EMP-1528,Data Science,Intern,Redis,140,4,2,2,1,141,26,3,1,4.5,0
EMP-1529,QA,Junior Developer,PostgreSQL,52,14,12,2,2,106,24,9,0,0,0
EMP-1530,Infrastructure,Junior Developer,PostgreSQL,104,8,7,1,1,116,8,2,1,0,0
EMP-1531,Finance,Analyst,SQL Server,90,0,0,0,1,27,38,5,1,0,0
EMP-1532,Engineering,Analyst,MongoDB,-19,8,6,2,7,54,11,2,1,98.0,1
EMP-1533,Operations,Senior Developer,Redis,-8,0,0,0,11,31,6,6,0,100,1
EMP-1534,HR,Engineer,PostgreSQL,150,8,6,2,0,34,32,2,1,0,1
EMP-1535,Engineering,Analyst,PostgreSQL,140,11,6,5,1,40,6,8,1,0,0
EMP-1536,Security,Tech Lead,PostgreSQL,-20,6,4,2,9,33,27,7,0,100,1
EMP-1537,Engineering,Engineer,SQL Server,-15,11,7,4,10,71,10,10,1,98.83,1
EMP-1538,QA,Tech Lead,Oracle,105,10,10,0,0,4,27,10,0,0,0
EMP-1539,HR,Engineer,CockroachDB,105,7,5,2,0,51,8,3,1,0,0
EMP-1540,Finance,Intern,PostgreSQL,136,3,3,0,0,134,12,6,0,0,0
EMP-1541,Security,Analyst,MongoDB,139,4,4,0,2,64,1,2,1,0,0
EMP-1542,QA,Developer,PostgreSQL,69,4,2,2,1,20,33,5,1,0,0
EMP-1543,Infrastructure,Analyst,MongoDB,115,4,3,1,0,41,29,5,1,0,0
EMP-1544,Operations,Junior Developer,Oracle,86,9,6,3,2,160,27,7,0,6.67,0
EMP-1545,Engineering,Developer,MongoDB,-6,13,10,3,5,21,39,4,0,17.5,0
EMP-1546,Engineering,Tech Lead,MongoDB,-28,2,2,0,5,27,14,6,1,100,1
EMP-1547,Finance,Manager,PostgreSQL,15,8,8,0,0,11,4,7,0,0,0
EMP-1548,Security,Analyst,MariaDB,131,13,7,6,2,57,19,10,1,0,0
EMP-1549,Infrastructure,Developer,MongoDB,72,6,4,2,2,37,40,2,0,10.17,0
EMP-1550,Data Science,Junior Developer,Oracle,115,1,1,0,2,70,18,8,1,0,0
EMP-1551,Engineering,Junior Developer,Oracle,8,9,9,0,2,27,34,4,1,0,0
EMP-1552,Data Science,Intern,Redis,-6,0,0,0,8,163,37,7,1,78.17,1
EMP-1553,Infrastructure,Junior Developer,MongoDB,137,4,2,2,2,127,38,4,1,8.17,0
EMP-1554,Operations,Manager,Redis,64,0,0,0,2,7,29,6,1,0,0
EMP-1555,Engineering,Developer,SQL Server,15,4,4,0,1,67,26,4,0,0,0
EMP-1556,Finance,Engineer,SQL Server,69,14,11,3,2,53,27,4,0,0,0
EMP-1557,Finance,Manager,MongoDB,34,7,4,3,0,16,33,10,1,0,0
EMP-1558,Security,Manager,SQL Server,-19,2,2,0,9,2,13,5,1,100,1
EMP-1559,QA,Junior Developer,SQL Server,55,11,6,5,0,93,14,9,1,0,0
EMP-1560,Security,Tech Lead,Oracle,147,1,1,0,0,33,13,10,0,0,0
EMP-1561,Operations,Engineer,PostgreSQL,38,14,14,0,0,38,14,4,1,0,0
EMP-1562,Data Science,Engineer,SQL Server,57,11,10,1,2,71,14,8,1,0,0
EMP-1563,Engineering,Tech Lead,Oracle,37,8,7,1,0,15,29,7,1,0,0
EMP-1564,Security,Analyst,MongoDB,4,7,6,1,4,72,33,10,1,0,0
EMP-1565,Operations,Analyst,Redis,145,6,6,0,0,51,10,3,1,0,0
EMP-1566,Operations,Developer,Redis,30,7,4,3,2,67,2,3,1,0,0
EMP-1567,HR,Developer,PostgreSQL,30,0,0,0,1,48,18,9,1,0,0
EMP-1568,QA,Developer,CockroachDB,16,15,10,5,2,63,24,6,0,0,0
EMP-1569,Engineering,Junior Developer,Oracle,63,14,10,4,2,124,2,8,0,0,0
EMP-1570,Operations,Junior Developer,MySQL,10,14,12,2,1,153,13,6,1,0,0
EMP-1571,Engineering,Manager,CockroachDB,16,14,7,7,1,2,18,10,0,0,0
EMP-1572,QA,Tech Lead,Redis,66,15,15,0,2,8,16,7,1,0,0
EMP-1573,Engineering,Engineer,PostgreSQL,136,7,6,1,0,38,13,7,1,0,1
EMP-1574,Infrastructure,Manager,MongoDB,121,9,6,3,2,30,6,3,1,0,0
EMP-1575,Operations,Manager,MongoDB,101,12,10,2,0,28,31,4,1,0,0
EMP-1576,HR,Manager,CockroachDB,57,12,7,5,0,12,21,4,1,0,0
EMP-1577,Security,Tech Lead,Oracle,49,1,1,0,0,1,9,7,1,0,0
EMP-1578,HR,Intern,MySQL,23,0,0,0,0,112,35,7,1,0,0
EMP-1579,QA,Senior Developer,Oracle,2,6,6,0,3,35,31,5,0,0,0
EMP-1580,Infrastructure,Junior Developer,MariaDB,77,0,0,0,1,39,5,9,1,0,0
EMP-1581,Infrastructure,Manager,Redis,38,1,1,0,0,17,35,8,1,0,0
EMP-1582,QA,Senior Developer,Redis,105,7,7,0,1,9,36,9,1,0,0
EMP-1583,Infrastructure,Manager,SQL Server,147,4,2,2,2,8,19,9,1,0,0
EMP-1584,QA,Engineer,Redis,145,5,5,0,2,53,30,9,1,0,0
EMP-1585,Data Science,Manager,MongoDB,97,3,3,0,1,21,21,8,0,0,0
EMP-1586,Infrastructure,Manager,Redis,98,8,8,0,0,29,16,4,1,0,0
EMP-1587,Infrastructure,Engineer,PostgreSQL,43,10,9,1,0,70,34,6,1,0,0
EMP-1588,Data Science,Tech Lead,MySQL,-25,4,2,2,10,36,13,5,1,100,1
EMP-1589,Finance,Analyst,CockroachDB,49,0,0,0,2,56,8,7,1,0,0
EMP-1590,Infrastructure,Intern,PostgreSQL,0,4,2,2,4,83,19,10,1,0,0
EMP-1591,Data Science,Developer,MariaDB,-23,15,14,1,5,21,12,8,0,13.5,0
EMP-1592,Finance,Engineer,PostgreSQL,127,13,9,4,2,44,29,10,1,0,0
EMP-1593,HR,Developer,Redis,135,8,5,3,1,31,2,10,0,0,0
EMP-1594,Infrastructure,Senior Developer,Oracle,35,6,6,0,2,15,18,4,1,0,0
EMP-1595,Security,Developer,PostgreSQL,81,2,2,0,0,16,19,9,1,0,0
EMP-1596,Infrastructure,Developer,MongoDB,57,6,5,1,2,40,31,8,1,0,0
EMP-1597,Data Science,Senior Developer,Oracle,78,14,14,0,1,16,30,6,1,0,0
EMP-1598,Engineering,Junior Developer,PostgreSQL,57,9,6,3,1,102,3,5,1,0,0
EMP-1599,HR,Engineer,MySQL,-28,4,3,1,6,29,36,2,1,100,1
EMP-1600,HR,Analyst,SQL Server,5,7,6,1,4,34,11,5,0,0,0
EMP-1601,HR,Intern,MongoDB,-16,13,7,6,8,119,36,6,1,100,1
EMP-1602,Security,Intern,MySQL,56,2,1,1,2,40,2,7,1,0,0
EMP-1603,QA,Manager,Redis,60,7,6,1,0,28,11,10,0,0,0
EMP-1604,QA,Senior Developer,Oracle,-13,11,6,5,11,31,15,8,1,100,1
EMP-1605,HR,Senior Developer,Redis,47,12,10,2,0,13,12,8,1,0,0
EMP-1606,Infrastructure,Senior Developer,Oracle,2,6,3,3,1,7,40,8,1,0,0
EMP-1607,Infrastructure,Senior Developer,Redis,94,4,4,0,2,5,14,8,1,0,0
EMP-1608,Operations,Engineer,SQL Server,97,8,4,4,1,25,13,7,0,2.17,0
EMP-1609,Infrastructure,Intern,MongoDB,27,3,2,1,1,160,39,3,1,0,0
EMP-1610,Operations,Analyst,CockroachDB,121,9,7,2,2,51,38,4,1,0,0
EMP-1611,Infrastructure,Tech Lead,CockroachDB,11,10,7,3,2,21,9,2,0,0,0
EMP-1612,Finance,Analyst,Oracle,-2,1,1,0,7,54,8,4,1,38.0,0
EMP-1613,Finance,Senior Developer,Oracle,97,12,11,1,0,4,35,3,1,0,0
EMP-1614,Engineering,Junior Developer,MariaDB,100,14,8,6,0,47,37,7,1,0,0
EMP-1615,Data Science,Developer,SQL Server,123,11,8,3,2,59,33,7,0,0,0
EMP-1616,Security,Junior Developer,CockroachDB,28,15,12,3,1,77,23,7,1,0,0
EMP-1617,HR,Developer,Redis,133,4,3,1,1,57,18,2,0,0,0
EMP-1618,QA,Developer,MySQL,-3,1,1,0,11,41,34,8,0,88.83,1
EMP-1619,Finance,Senior Developer,MariaDB,83,5,5,0,2,8,37,6,1,0,0
EMP-1620,Operations,Senior Developer,CockroachDB,8,14,10,4,2,3,1,3,1,0,0
EMP-1621,QA,Junior Developer,SQL Server,115,5,5,0,2,55,8,8,1,0,0
EMP-1622,Data Science,Intern,Oracle,-18,5,5,0,12,83,7,6,1,100,1
EMP-1623,Infrastructure,Analyst,MongoDB,114,8,7,1,1,47,18,10,1,0,0
EMP-1624,Engineering,Junior Developer,MongoDB,-21,14,14,0,11,111,36,6,0,76.5,1
EMP-1625,HR,Senior Developer,MySQL,88,5,5,0,0,15,22,3,0,0,0
EMP-1626,Data Science,Tech Lead,PostgreSQL,138,7,4,3,1,2,40,2,0,6.33,0
EMP-1627,Data Science,Tech Lead,MongoDB,118,7,4,3,0,13,3,9,1,0,0
EMP-1628,Infrastructure,Analyst,MongoDB,17,4,2,2,1,50,9,9,1,0,0
EMP-1629,Finance,Developer,Oracle,104,13,13,0,2,70,20,5,0,0,0
EMP-1630,Operations,Senior Developer,MySQL,134,4,2,2,0,30,20,9,1,0,0
EMP-1631,QA,Tech Lead,CockroachDB,15,13,9,4,0,7,12,4,1,0,0
EMP-1632,Operations,Manager,Redis,95,0,0,0,1,34,13,10,1,0,0
EMP-1633,Operations,Senior Developer,MySQL,80,12,7,5,1,34,30,2,1,0,0
EMP-1634,Operations,Manager,MongoDB,40,3,3,0,0,33,24,9,0,0,0
EMP-1635,Security,Analyst,SQL Server,-7,12,11,1,5,43,12,10,0,0,0
EMP-1636,QA,Senior Developer,SQL Server,96,5,4,1,2,23,36,4,1,0,0
EMP-1637,Finance,Analyst,Redis,-34,5,3,2,3,60,22,6,1,100,1
EMP-1638,Data Science,Junior Developer,MariaDB,-23,0,0,0,4,73,7,8,0,100,1
EMP-1639,HR,Junior Developer,CockroachDB,53,4,3,1,0,74,27,4,1,0,0
EMP-1640,QA,Manager,Redis,40,13,11,2,0,8,34,7,1,0,0
EMP-1641,Data Science,Developer,PostgreSQL,119,12,10,2,0,45,10,6,1,0,0
EMP-1642,HR,Analyst,Redis,95,6,5,1,0,70,18,2,0,0,0
EMP-1643,HR,Tech Lead,Redis,-25,13,7,6,4,2,9,10,1,91.33,1
EMP-1644,Engineering,Intern,CockroachDB,46,2,1,1,1,104,29,2,1,0,0
EMP-1645,Engineering,Tech Lead,MySQL,93,14,9,5,1,26,32,4,1,0,0
EMP-1646,HR,Junior Developer,MongoDB,101,3,2,1,2,149,26,9,0,4.83,0
EMP-1647,Engineering,Developer,Oracle,63,8,4,4,2,19,23,3,1,2.17,0
EMP-1648,Finance,Tech Lead,PostgreSQL,-23,12,11,1,8,8,18,4,0,81.33,1
EMP-1649,Engineering,Tech Lead,SQL Server,16,13,9,4,2,28,17,2,1,0,0
EMP-1650,Finance,Junior Developer,MongoDB,-18,7,6,1,9,46,20,5,0,100,1
EMP-1651,Engineering,Engineer,MongoDB,96,11,8,3,2,28,3,7,0,0,0
EMP-1652,Engineering,Intern,SQL Server,74,13,7,6,1,46,19,2,0,25.67,0
EMP-1653,Security,Intern,Oracle,24,15,14,1,0,137,13,8,0,0,0
EMP-1654,Finance,Manager,MySQL,20,13,10,3,1,21,40,7,1,0,0
EMP-1655,Security,Manager,CockroachDB,98,11,8,3,1,3,7,9,0,0,0
EMP-1656,Data Science,Senior Developer,SQL Server,-14,15,13,2,4,9,13,8,1,0,0
EMP-1657,HR,Developer,CockroachDB,131,13,9,4,1,24,39,10,1,0,0
EMP-1658,Data Science,Engineer,Oracle,-3,4,2,2,6,68,29,4,0,75.33,1
EMP-1659,Infrastructure,Senior Developer,SQL Server,55,11,6,5,2,34,34,5,0,17.67,0
EMP-1660,Engineering,Analyst,SQL Server,44,2,2,0,2,40,19,9,1,0,0
EMP-1661,Data Science,Developer,SQL Server,64,13,11,2,1,44,37,9,1,0,0
EMP-1662,Infrastructure,Junior Developer,CockroachDB,8,12,12,0,0,143,35,2,1,0,0
EMP-1663,HR,Tech Lead,CockroachDB,99,9,7,2,2,11,6,7,0,0,0
EMP-1664,Infrastructure,Analyst,SQL Server,-40,2,1,1,4,45,2,8,0,100,1
EMP-1665,Engineering,Intern,MySQL,133,7,4,3,0,140,34,4,1,0,0
EMP-1666,QA,Analyst,CockroachDB,79,4,2,2,2,60,10,9,1,0,0
EMP-1667,Operations,Engineer,MySQL,-2,11,7,4,9,19,6,6,1,44.17,1
EMP-1668,HR,Developer,Redis,148,0,0,0,2,13,11,4,0,6.17,0
EMP-1669,Finance,Junior Developer,CockroachDB,43,6,5,1,2,62,7,8,0,0,0
EMP-1670,HR,Manager,Oracle,101,9,7,2,1,18,25,4,0,0,0
EMP-1671,Security,Analyst,Redis,85,4,4,0,2,65,13,8,1,0,0
EMP-1672,Operations,Developer,Oracle,68,12,7,5,0,61,23,3,1,0,0
EMP-1673,Security,Senior Developer,Redis,17,0,0,0,2,4,2,4,0,4.67,0
EMP-1674,Operations,Manager,MariaDB,86,8,4,4,0,16,36,5,0,0,0
EMP-1675,Security,Intern,CockroachDB,43,6,5,1,0,162,40,2,0,0,0
EMP-1676,QA,Engineer,SQL Server,60,6,5,1,1,60,20,8,0,0,0
EMP-1677,Operations,Analyst,MySQL,135,0,0,0,1,16,6,4,0,0,0
EMP-1678,Engineering,Manager,MariaDB,143,7,6,1,0,30,25,7,1,0,0
EMP-1679,Engineering,Junior Developer,MySQL,136,8,8,0,0,155,4,5,1,0,0
EMP-1680,QA,Senior Developer,CockroachDB,115,2,2,0,0,16,13,8,1,0,0
EMP-1681,Operations,Manager,Redis,72,4,3,1,0,31,13,9,0,0,0
EMP-1682,HR,Engineer,SQL Server,33,2,1,1,1,54,9,9,1,0,0
EMP-1683,Security,Tech Lead,Redis,113,3,3,0,2,15,33,2,0,0,0
EMP-1684,Data Science,Manager,Redis,-19,8,4,4,3,14,15,3,1,87.33,1
EMP-1685,Data Science,Intern,PostgreSQL,59,13,9,4,0,130,36,6,1,0,0
EMP-1686,HR,Junior Developer,SQL Server,1,14,13,1,5,121,37,4,0,0,0
EMP-1687,Finance,Developer,MongoDB,71,2,2,0,2,15,37,6,1,0,0
EMP-1688,QA,Junior Developer,Redis,12,13,9,4,1,44,22,9,1,0,0
EMP-1689,QA,Manager,MariaDB,123,11,6,5,1,13,3,2,1,0,0
EMP-1690,Finance,Manager,Oracle,-17,11,8,3,5,17,8,8,1,35.83,0
EMP-1691,Finance,Intern,SQL Server,131,0,0,0,0,25,40,8,0,0,0
EMP-1692,Security,Intern,MariaDB,137,9,5,4,2,101,15,5,0,24.83,0
EMP-1693,Engineering,Tech Lead,Redis,49,4,2,2,2,6,24,2,0,21.0,0
EMP-1694,Engineering,Developer,MariaDB,35,2,1,1,0,28,38,3,0,0,0
EMP-1695,QA,Engineer,MariaDB,142,1,1,0,1,48,9,4,1,0,0
EMP-1696,Finance,Analyst,MySQL,-3,8,4,4,8,62,32,7,1,65.33,1
EMP-1697,QA,Senior Developer,Oracle,-10,5,4,1,5,5,11,6,0,46.83,0
EMP-1698,Operations,Manager,CockroachDB,58,6,6,0,2,4,36,7,1,0,0
EMP-1699,QA,Tech Lead,PostgreSQL,35,10,7,3,1,33,1,7,0,0,0
EMP-1700,QA,Developer,Redis,97,11,11,0,1,35,31,8,1,0,0
EMP-1701,QA,Senior Developer,CockroachDB,143,13,7,6,0,23,36,6,0,0,0
EMP-1702,QA,Intern,SQL Server,90,10,5,5,2,50,22,3,1,11.33,0
EMP-1703,Data Science,Manager,Redis,86,11,11,0,1,12,8,10,0,0,0
EMP-1704,Infrastructure,Intern,CockroachDB,101,2,1,1,1,88,14,4,1,0,0
EMP-1705,Operations,Developer,MongoDB,13,5,3,2,0,30,4,2,1,0,0
EMP-1706,Security,Developer,Redis,115,2,2,0,1,21,1,10,1,0,0
EMP-1707,Engineering,Engineer,PostgreSQL,-23,13,10,3,8,70,18,3,0,100,1
EMP-1708,Finance,Tech Lead,SQL Server,5,2,1,1,4,15,29,7,0,18.5,0
EMP-1709,Security,Senior Developer,MySQL,45,9,5,4,0,4,12,4,0,0,0
EMP-1710,QA,Intern,CockroachDB,-8,2,1,1,6,48,29,3,1,67.0,1
EMP-1711,Data Science,Senior Developer,MySQL,30,13,11,2,2,10,35,7,1,0,0
EMP-1712,Operations,Manager,MySQL,-6,6,5,1,3,13,17,7,0,0.17,0
EMP-1713,HR,Developer,MySQL,31,11,10,1,2,41,28,7,0,0,0
EMP-1714,Operations,Engineer,MongoDB,117,10,10,0,2,56,11,3,0,0,0
EMP-1715,HR,Junior Developer,MariaDB,59,15,15,0,1,75,35,5,1,0,0
EMP-1716,HR,Senior Developer,MongoDB,120,15,13,2,1,30,1,7,1,0,0
EMP-1717,Operations,Junior Developer,MariaDB,44,11,11,0,0,81,9,9,1,0,0
EMP-1718,Operations,Analyst,PostgreSQL,38,6,4,2,2,21,34,10,0,0,0
EMP-1719,Engineering,Intern,Oracle,-31,5,5,0,9,114,6,6,0,100,1
EMP-1720,HR,Senior Developer,PostgreSQL,0,3,3,0,5,23,30,7,1,0,0
EMP-1721,Engineering,Analyst,PostgreSQL,66,14,7,7,0,47,16,6,1,0,0
EMP-1722,Operations,Analyst,Redis,31,5,4,1,1,25,31,2,1,0,0
EMP-1723,Security,Developer,Redis,91,14,11,3,0,25,23,4,1,0,0
EMP-1724,Data Science,Senior Developer,MongoDB,111,8,7,1,1,22,18,8,1,0,0
EMP-1725,Operations,Intern,PostgreSQL,-37,11,11,0,10,87,17,4,0,100,1
EMP-1726,Finance,Senior Developer,CockroachDB,29,14,11,3,0,35,29,9,1,0,0
EMP-1727,Data Science,Senior Developer,MongoDB,87,10,6,4,0,36,21,10,0,0,0
EMP-1728,Data Science,Intern,Redis,-6,6,6,0,9,103,26,6,0,59.17,0
EMP-1729,Data Science,Manager,MariaDB,83,3,3,0,0,17,34,10,0,0,0
EMP-1730,Engineering,Engineer,MariaDB,4,0,0,0,1,51,15,4,1,0,0
EMP-1731,Engineering,Senior Developer,MariaDB,32,13,9,4,1,22,17,9,0,0,0
EMP-1732,Data Science,Intern,CockroachDB,-22,3,2,1,4,26,21,9,1,67.33,0
EMP-1733,Operations,Senior Developer,Oracle,64,3,3,0,0,36,39,6,1,0,0
EMP-1734,Infrastructure,Developer,Redis,-7,9,7,2,4,45,23,8,0,11.5,0
EMP-1735,QA,Analyst,Oracle,38,11,8,3,0,26,2,5,0,0,0
EMP-1736,Operations,Manager,MariaDB,16,15,15,0,1,33,6,3,0,0,0
EMP-1737,Security,Tech Lead,PostgreSQL,-29,5,4,1,10,26,10,2,0,100,1
EMP-1738,HR,Senior Developer,MongoDB,83,15,9,6,1,35,6,2,0,7.83,0
EMP-1739,Security,Tech Lead,MariaDB,23,13,10,3,1,1,14,7,1,0,0
EMP-1740,Data Science,Junior Developer,MongoDB,103,15,11,4,1,59,7,8,0,0,0
EMP-1741,Operations,Manager,MongoDB,46,7,5,2,1,20,11,6,1,0,0
EMP-1742,Data Science,Senior Developer,Redis,27,15,12,3,0,25,11,5,0,0,0
EMP-1743,Data Science,Engineer,SQL Server,68,12,6,6,2,59,29,10,0,13.83,0
EMP-1744,Finance,Intern,Redis,-18,6,3,3,12,93,21,2,1,100,1
EMP-1745,Infrastructure,Engineer,PostgreSQL,42,6,5,1,1,18,6,8,0,0,0
EMP-1746,Security,Analyst,CockroachDB,36,8,6,2,2,65,30,8,0,0,0
EMP-1747,Security,Junior Developer,MariaDB,-7,5,4,1,9,139,34,8,0,89.17,1
EMP-1748,Engineering,Developer,MariaDB,38,14,13,1,0,18,7,7,1,0,0
EMP-1749,Infrastructure,Developer,Oracle,16,13,9,4,2,40,4,2,0,0,0
EMP-1750,Infrastructure,Analyst,MariaDB,94,13,10,3,0,27,28,4,0,0,0
EMP-1751,Infrastructure,Manager,Redis,-2,1,1,0,5,32,7,10,1,0,0
EMP-1752,Data Science,Analyst,CockroachDB,83,2,1,1,1,18,16,7,1,0,0
EMP-1753,Security,Engineer,SQL Server,-2,15,15,0,3,29,26,5,1,0,0
EMP-1754,Infrastructure,Tech Lead,MongoDB,-26,1,1,0,12,6,34,2,1,100,1
EMP-1755,Security,Senior Developer,SQL Server,88,11,9,2,0,4,3,10,1,0,0
EMP-1756,Finance,Manager,SQL Server,74,1,1,0,1,3,21,3,0,0,0
EMP-1757,Finance,Junior Developer,Oracle,-33,15,11,4,3,66,15,8,1,76.0,1
EMP-1758,HR,Engineer,CockroachDB,137,8,5,3,1,47,28,8,0,0,0
EMP-1759,Engineering,Developer,Redis,31,2,1,1,0,56,2,3,1,0,0
EMP-1760,Engineering,Engineer,MySQL,-17,14,7,7,6,17,12,7,1,100,1
EMP-1761,HR,Analyst,PostgreSQL,57,15,12,3,0,32,31,2,1,0,0
EMP-1762,QA,Intern,PostgreSQL,-22,1,1,0,7,59,26,4,0,100,1
EMP-1763,Operations,Developer,CockroachDB,102,12,8,4,1,31,37,5,1,0,0
EMP-1764,Operations,Developer,SQL Server,5,1,1,0,3,43,28,2,1,0,0
EMP-1765,Operations,Senior Developer,SQL Server,103,7,6,1,0,32,19,8,1,0,0
EMP-1766,Operations,Tech Lead,Oracle,-33,8,7,1,7,8,15,9,0,100,1
EMP-1767,Engineering,Analyst,MySQL,-4,14,11,3,10,61,22,3,1,37.17,0
EMP-1768,Engineering,Junior Developer,MongoDB,73,14,10,4,2,76,22,4,1,0,0
EMP-1769,Data Science,Manager,Oracle,103,9,9,0,0,2,31,4,0,0,0
EMP-1770,Engineering,Manager,MongoDB,28,14,12,2,1,15,16,2,1,0,0
EMP-1771,HR,Manager,MySQL,-20,11,9,2,4,26,27,10,0,36.33,0
EMP-1772,Infrastructure,Tech Lead,PostgreSQL,119,9,7,2,1,4,39,7,0,0,0
EMP-1773,Finance,Engineer,Oracle,92,5,3,2,2,28,1,7,1,0,0
EMP-1774,Data Science,Tech Lead,MySQL,36,11,10,1,2,18,18,4,0,0,0
EMP-1775,QA,Analyst,MariaDB,5,2,1,1,1,52,40,3,0,10.67,0
EMP-1776,Data Science,Senior Developer,MariaDB,97,7,4,3,1,19,34,3,0,5.17,0
EMP-1777,QA,Developer,Redis,144,3,3,0,1,72,19,5,1,0,0
EMP-1778,Operations,Developer,PostgreSQL,143,1,1,0,1,59,14,4,0,0,0
EMP-1779,Engineering,Manager,MySQL,125,1,1,0,0,13,37,5,1,0,0
EMP-1780,Security,Intern,CockroachDB,64,9,5,4,1,113,34,3,0,24.83,0
EMP-1781,Engineering,Junior Developer,Redis,10,4,2,2,1,153,21,9,1,0,0
EMP-1782,HR,Senior Developer,PostgreSQL,112,7,5,2,0,26,28,10,0,0,0
EMP-1783,Data Science,Junior Developer,MySQL,20,4,3,1,1,38,31,3,1,0,0
EMP-1784,HR,Intern,Oracle,116,3,3,0,0,133,28,8,0,0,0
EMP-1785,Data Science,Manager,MongoDB,59,11,8,3,1,10,26,6,1,0,0
