employee_id,department,role,database_name,days_to_expiry,total_rotations,successful_rotations,failed_rotations,reminders_ignored,avg_response_hours,login_frequency_per_week,password_strength_score,uses_mfa,is_privileged,is_production,breach_risk_score,caused_breach
EMP-02335,Security,Developer,MySQL,50,16,14,1,3,9,21,8,1,0,0,0.0,0
EMP-02336,DevOps,SRE,PostgreSQL,-9,19,16,3,2,22,14,3,0,1,0,21.57,0
EMP-02337,Infrastructure,Manager,Oracle,114,3,0,2,6,91,26,4,1,0,0,65.86,1
EMP-02338,Analytics,Tech Lead,SQL Server,2,1,1,0,1,2,45,8,1,1,1,3.46,0
EMP-02339,Platform,Developer,Oracle,-32,19,15,3,2,56,4,3,0,0,0,55.97,1
EMP-02340,Data Science,Developer,PostgreSQL,73,14,7,5,8,54,18,9,0,0,1,64.01,0
EMP-02341,Finance,Developer,MySQL,38,13,9,2,4,11,2,4,1,0,1,0.0,0
EMP-02342,Finance,Tech Lead,Oracle,26,15,11,3,5,9,14,9,0,1,0,0.0,0
EMP-02343,Operations,Platform Engineer,MySQL,10,2,1,0,4,22,10,3,1,0,1,18.71,0
EMP-02344,Security,DBA,MySQL,-36,18,12,5,1,3,15,10,1,1,1,43.44,0
EMP-02345,Security,Analyst,Oracle,159,8,7,0,9,11,14,5,1,0,0,5.87,0
EMP-02346,Operations,Senior DBA,MySQL,26,11,10,0,3,22,9,10,1,1,1,0.0,0
EMP-02347,DevOps,Security Engineer,Oracle,17,5,0,3,0,48,38,6,0,1,1,42.55,0
EMP-02348,Analytics,Platform Engineer,MySQL,118,3,0,2,4,52,41,7,0,0,0,41.08,0
EMP-02349,Operations,Manager,MySQL,20,9,8,1,6,99,37,4,0,0,1,27.44,0
EMP-02350,Data Science,Tech Lead,MySQL,178,8,3,3,5,23,34,10,1,1,0,18.35,0
EMP-02351,Compliance,SRE,MySQL,11,4,1,1,2,25,27,2,0,1,0,34.65,0
EMP-02352,Finance,DBA,Oracle,65,0,0,0,1,36,48,10,1,1,1,0.0,0
EMP-02353,Engineering,DBA,Oracle,12,2,2,0,0,32,34,6,0,1,1,0.0,0
EMP-02354,DevOps,Security Engineer,MySQL,-15,13,12,1,4,79,42,5,0,1,0,62.02,1
EMP-02355,Finance,Senior DBA,MariaDB,72,7,7,0,3,24,38,2,1,1,0,0.0,0
EMP-02356,DevOps,Developer,SQL Server,33,2,1,1,0,70,38,9,0,0,1,0.0,0
EMP-02357,Data Science,Platform Engineer,MySQL,-41,15,9,6,5,22,16,2,1,0,0,100.0,1
EMP-02358,Finance,Analyst,PostgreSQL,-16,19,15,4,3,102,22,10,1,0,1,35.03,0
EMP-02359,Finance,DBA,PostgreSQL,6,18,12,4,0,20,5,5,1,1,0,0.0,0
EMP-02360,Analytics,Analyst,MariaDB,84,6,6,0,12,65,25,9,1,0,1,37.22,0
EMP-02361,Operations,Platform Engineer,MongoDB,160,11,8,3,8,97,9,6,0,0,0,45.13,0
EMP-02362,Platform,Senior DBA,PostgreSQL,8,4,1,1,4,32,16,4,1,1,1,35.78,0
EMP-02363,Data Science,Developer,PostgreSQL,85,0,0,0,5,110,9,8,0,0,0,31.39,0
EMP-02364,Analytics,Senior DBA,MySQL,-44,13,7,5,2,17,42,8,0,1,1,100.0,1
EMP-02365,Infrastructure,Manager,Oracle,36,12,8,3,6,19,40,6,0,0,1,30.79,0
EMP-02366,Security,Manager,MySQL,6,19,18,0,2,35,9,10,0,0,0,0.0,0
EMP-02367,Platform,Analyst,MySQL,12,20,15,4,10,114,25,2,1,0,1,47.62,0
EMP-02368,Engineering,SRE,MySQL,20,0,0,0,4,17,19,2,1,1,1,31.48,0
EMP-02369,Finance,Developer,Oracle,105,0,0,0,2,30,37,10,1,0,0,0.0,0
EMP-02370,Analytics,Platform Engineer,MySQL,54,18,11,6,7,78,48,7,1,0,1,37.88,0
EMP-02371,Engineering,DBA,PostgreSQL,163,18,15,1,3,22,32,3,0,1,1,0.0,0
EMP-02372,Operations,Analyst,MariaDB,27,11,11,0,3,113,20,3,0,0,0,0.0,0
EMP-02373,Engineering,Platform Engineer,PostgreSQL,19,1,0,0,4,103,45,5,1,0,1,24.24,0
EMP-02374,Compliance,Senior DBA,SQL Server,94,6,2,2,0,6,37,7,1,1,1,0.0,0
EMP-02375,Operations,Analyst,MongoDB,14,16,10,4,4,33,9,7,1,0,1,0.0,0
EMP-02376,DevOps,Tech Lead,PostgreSQL,0,19,17,1,6,7,23,6,0,1,1,0.0,0
EMP-02377,Analytics,Platform Engineer,PostgreSQL,52,2,0,2,3,111,12,6,0,0,0,41.98,0
EMP-02378,Operations,Security Engineer,MySQL,62,8,1,5,1,28,40,5,0,1,1,58.58,1
EMP-02379,Infrastructure,Senior Developer,Oracle,78,5,3,2,4,34,39,5,1,0,0,10.88,0
EMP-02380,Engineering,Analyst,Oracle,50,2,1,1,0,69,49,3,0,0,1,12.15,0
EMP-02381,Engineering,Developer,PostgreSQL,108,5,5,0,5,58,8,6,0,0,1,8.04,0
EMP-02382,Finance,Manager,PostgreSQL,165,15,9,5,1,46,37,4,1,0,0,0.0,0
EMP-02383,Platform,Manager,MongoDB,70,9,3,4,5,67,22,9,1,0,0,28.14,0
EMP-02384,Platform,SRE,Oracle,12,10,8,1,3,16,38,7,1,1,1,0.0,0
EMP-02385,Infrastructure,Senior DBA,MySQL,15,15,12,2,4,32,41,3,1,1,1,0.0,0
EMP-02386,Finance,Analyst,SQL Server,93,1,0,1,5,61,44,5,1,0,1,37.17,0
EMP-02387,Platform,Analyst,PostgreSQL,171,20,13,5,4,44,32,6,0,0,1,4.2,0
EMP-02388,Compliance,Tech Lead,MySQL,5,0,0,0,8,18,31,4,0,1,1,96.62,1
EMP-02389,Finance,Platform Engineer,MySQL,-10,14,10,3,6,42,19,4,1,0,0,71.12,1
EMP-02390,Platform,Developer,Oracle,161,13,7,5,1,63,22,4,1,0,1,5.97,0
EMP-02391,Compliance,DBA,Oracle,-40,10,7,2,0,6,31,6,1,1,0,45.86,0
EMP-02392,DevOps,SRE,MySQL,6,10,4,6,3,35,31,6,1,1,1,71.1,1
EMP-02393,Analytics,Analyst,MongoDB,179,3,1,1,6,80,32,8,1,0,0,22.2,0
EMP-02394,Engineering,Analyst,Oracle,0,17,11,4,5,81,24,3,0,0,1,71.66,1
EMP-02395,Operations,Analyst,PostgreSQL,35,20,18,1,4,18,30,9,0,0,1,0.0,0
EMP-02396,Infrastructure,DBA,MongoDB,160,3,1,1,3,17,16,2,0,1,0,31.93,0
EMP-02397,Infrastructure,Platform Engineer,Oracle,67,15,10,4,5,101,43,6,1,0,0,5.44,0
EMP-02398,Platform,Security Engineer,MySQL,68,0,0,0,2,51,3,9,1,1,1,0.0,0
EMP-02399,Data Science,Senior DBA,Oracle,4,9,4,5,2,29,31,6,1,1,0,50.86,0
EMP-02400,Finance,Security Engineer,PostgreSQL,163,14,14,0,1,56,4,4,0,1,1,0.0,0
EMP-02401,Platform,Security Engineer,MySQL,-34,7,3,3,2,60,25,10,0,1,1,100.0,1
EMP-02402,Engineering,Analyst,Oracle,173,6,2,4,3,49,19,6,1,0,0,31.22,0
EMP-02403,Compliance,Analyst,MariaDB,165,9,4,3,11,97,48,6,1,0,0,81.48,1
EMP-02404,Finance,DBA,Oracle,9,5,4,0,1,12,20,7,1,1,0,0.0,0
EMP-02405,DevOps,Security Engineer,PostgreSQL,-18,10,5,5,2,90,6,5,0,1,1,100.0,1
EMP-02406,Data Science,SRE,Oracle,8,19,13,6,3,16,10,3,1,1,1,14.76,0
EMP-02407,Engineering,Tech Lead,PostgreSQL,108,10,3,6,4,4,24,9,1,1,0,40.93,0
EMP-02408,Platform,Tech Lead,Oracle,30,9,8,1,8,8,12,6,0,1,1,38.14,0
EMP-02409,DevOps,Tech Lead,SQL Server,146,20,19,0,8,33,32,9,0,1,0,0.0,0
EMP-02410,Compliance,SRE,MongoDB,-7,19,16,2,4,6,45,6,1,1,0,0.0,0
EMP-02411,Platform,Senior DBA,MySQL,17,19,19,0,2,30,20,4,1,1,1,0.0,0
EMP-02412,Analytics,SRE,MongoDB,22,3,0,2,3,35,38,4,1,1,1,36.09,0
EMP-02413,Security,Tech Lead,PostgreSQL,163,16,12,2,3,35,34,7,0,1,0,0.0,0
EMP-02414,Infrastructure,Manager,MySQL,179,20,15,3,1,9,43,9,0,0,0,0.0,0
EMP-02415,Compliance,Senior DBA,MySQL,42,2,0,1,4,27,35,3,1,1,1,36.44,0
EMP-02416,DevOps,Tech Lead,MySQL,-25,5,2,1,3,1,6,10,1,1,0,71.15,1
EMP-02417,Finance,Manager,SQL Server,2,12,7,5,2,108,25,6,1,0,0,41.74,0
EMP-02418,Compliance,Security Engineer,PostgreSQL,166,3,0,2,0,46,46,5,1,1,0,1.15,0
EMP-02419,Data Science,DBA,Oracle,94,7,3,4,1,33,33,2,1,1,1,33.13,0
EMP-02420,Analytics,Platform Engineer,MySQL,152,1,0,1,6,102,22,2,1,0,0,54.88,0
EMP-02421,Engineering,Senior Developer,MySQL,-11,11,4,6,5,95,50,2,1,0,1,100.0,1
EMP-02422,Data Science,Analyst,MySQL,3,12,10,1,11,76,1,8,0,0,0,65.08,1
EMP-02423,Data Science,Security Engineer,SQL Server,68,17,10,5,4,18,38,8,1,1,1,1.71,0
EMP-02424,Finance,SRE,PostgreSQL,6,12,11,1,3,8,5,6,1,1,1,0.0,0
EMP-02425,Security,SRE,MySQL,-21,4,4,0,3,9,28,4,1,1,1,76.31,1
EMP-02426,Infrastructure,SRE,MySQL,-25,17,10,5,1,23,27,2,0,1,1,100.0,1
EMP-02427,Security,Analyst,PostgreSQL,-19,13,10,3,9,36,28,5,1,0,1,100.0,1
EMP-02428,Infrastructure,Manager,Oracle,144,2,0,2,2,37,50,7,1,0,1,10.23,0
EMP-02429,Platform,Manager,Oracle,179,5,2,3,6,85,29,7,0,0,1,79.23,1
EMP-02430,Analytics,Manager,MySQL,3,6,4,2,4,8,27,9,1,0,1,23.67,0
EMP-02431,Security,Analyst,SQL Server,106,3,2,0,2,72,49,3,1,0,0,0.0,0
EMP-02432,Infrastructure,Manager,Oracle,113,18,12,4,4,77,21,4,1,0,0,0.0,0
EMP-02433,Operations,Senior DBA,PostgreSQL,-21,8,5,2,1,19,26,7,1,1,1,62.01,1
EMP-02434,Data Science,Senior DBA,PostgreSQL,11,2,0,2,3,26,11,6,1,1,0,27.35,0
EMP-02435,Platform,Platform Engineer,Oracle,14,8,5,2,8,27,20,4,0,0,1,73.53,1
EMP-02436,Security,Developer,PostgreSQL,67,15,11,2,4,51,50,9,0,0,1,0.0,0
EMP-02437,DevOps,Security Engineer,MongoDB,90,14,13,1,1,38,18,4,1,1,0,0.0,0
EMP-02438,Compliance,Platform Engineer,PostgreSQL,84,17,15,2,1,17,17,9,1,0,1,0.0,0
EMP-02439,Security,Platform Engineer,PostgreSQL,72,12,9,2,8,97,47,7,1,0,1,16.76,0
EMP-02440,DevOps,Developer,MySQL,18,12,5,6,3,109,38,6,1,0,0,43.9,0
EMP-02441,Operations,Manager,Oracle,123,1,0,1,4,104,10,9,0,0,1,42.17,0
EMP-02442,Data Science,Analyst,SQL Server,136,13,6,5,12,103,43,6,1,0,1,100.0,1
EMP-02443,Security,Analyst,MySQL,24,18,14,4,1,28,15,8,0,0,1,0.0,0
EMP-02444,Operations,Analyst,MySQL,122,14,11,3,10,69,8,6,1,0,0,28.06,0
EMP-02445,Infrastructure,SRE,PostgreSQL,35,10,5,4,0,11,37,9,0,1,1,0.0,0
EMP-02446,Analytics,SRE,SQL Server,160,8,2,4,2,23,14,4,1,1,0,30.82,0
EMP-02447,Operations,SRE,Oracle,17,19,16,1,3,14,13,7,1,1,1,0.0,0
EMP-02448,Compliance,Security Engineer,PostgreSQL,20,19,17,2,0,29,49,6,0,1,1,0.0,0
EMP-02449,Finance,Platform Engineer,Oracle,42,12,12,0,7,51,21,7,1,0,1,0.0,0
EMP-02450,Analytics,Manager,MySQL,4,12,8,3,7,19,7,6,1,0,0,33.77,0
EMP-02451,Data Science,SRE,Oracle,-4,2,1,0,2,24,14,7,1,1,1,44.85,0
EMP-02452,Compliance,SRE,PostgreSQL,168,11,9,0,0,5,35,10,0,1,1,0.0,0
EMP-02453,Data Science,Analyst,MariaDB,14,13,9,2,3,19,43,4,0,0,0,0.0,0
EMP-02454,Infrastructure,SRE,Oracle,33,1,0,0,4,7,40,2,0,1,1,50.62,0
EMP-02455,Data Science,Analyst,MySQL,-31,11,8,3,5,81,21,5,0,0,1,100.0,1
EMP-02456,Operations,Analyst,MySQL,-39,2,1,1,4,34,25,2,1,0,1,100.0,1
EMP-02457,Finance,Senior Developer,Oracle,133,2,0,1,7,86,50,2,0,0,1,98.37,1
EMP-02458,Finance,SRE,Oracle,22,20,13,6,3,29,4,8,1,1,0,0.0,0
EMP-02459,Finance,Analyst,MySQL,12,14,12,2,1,41,44,4,0,0,1,0.0,0
EMP-02460,Operations,Developer,Oracle,50,18,12,5,5,59,38,2,0,0,1,40.94,0
EMP-02461,Analytics,DBA,Oracle,67,1,0,1,2,20,42,5,1,1,1,11.98,0
EMP-02462,Analytics,Senior Developer,MySQL,4,5,3,0,8,25,8,6,1,0,0,40.65,0
EMP-02463,Data Science,Tech Lead,Oracle,119,8,4,3,2,5,26,5,0,1,0,20.96,0
EMP-02464,Data Science,SRE,MySQL,127,1,1,0,1,20,37,8,0,1,1,0.0,0
EMP-02465,Engineering,Manager,SQL Server,175,12,4,6,1,42,28,6,1,0,1,25.33,0
EMP-02466,Operations,Analyst,Oracle,5,3,1,0,10,79,23,9,0,0,1,100.0,1
EMP-02467,Security,Analyst,PostgreSQL,103,17,10,5,3,82,21,5,0,0,0,15.64,0
EMP-02468,Data Science,Senior DBA,PostgreSQL,91,11,8,1,4,5,32,9,1,1,0,0.0,0
EMP-02469,Platform,Tech Lead,MariaDB,21,10,3,6,2,8,36,4,1,1,1,52.1,0
EMP-02470,Platform,SRE,Oracle,47,8,5,2,2,31,4,9,1,1,0,0.0,0
EMP-02471,Security,Security Engineer,PostgreSQL,94,0,0,0,3,52,21,8,0,1,0,13.85,0
EMP-02472,Data Science,DBA,MySQL,16,11,11,0,1,16,35,3,1,1,1,0.0,0
EMP-02473,Finance,Developer,Oracle,132,20,16,3,3,35,35,6,1,0,1,0.0,0
EMP-02474,Compliance,Analyst,Oracle,21,16,10,5,8,17,21,8,1,0,1,38.5,0
EMP-02475,Data Science,DBA,MySQL,153,16,11,4,3,3,27,4,1,1,0,0.0,0
EMP-02476,Infrastructure,Manager,MySQL,-29,2,0,2,1,41,8,10,1,0,1,79.98,1
EMP-02477,Platform,Senior DBA,Oracle,-19,2,0,0,0,16,18,7,1,1,0,66.51,0
EMP-02478,Analytics,Analyst,PostgreSQL,2,7,3,2,0,101,20,2,1,0,1,30.14,0
EMP-02479,Engineering,Security Engineer,MySQL,0,17,17,0,0,30,42,8,1,1,1,0.0,0
EMP-02480,Security,Platform Engineer,Oracle,10,9,8,0,6,71,29,7,1,0,0,0.0,0
EMP-02481,Operations,Developer,Oracle,39,8,1,5,6,87,27,10,1,0,1,78.99,1
EMP-02482,Platform,DBA,Oracle,90,5,1,3,0,14,41,2,0,1,1,41.45,0
EMP-02483,Data Science,Tech Lead,MySQL,29,13,5,6,2,18,21,8,1,1,1,28.62,0
EMP-02484,Finance,DBA,PostgreSQL,8,9,8,1,3,32,37,2,1,1,1,0.0,0
EMP-02485,Platform,Security Engineer,Oracle,7,12,11,1,4,87,25,6,0,1,1,9.99,0
EMP-02486,Infrastructure,Analyst,Oracle,146,4,3,1,6,65,32,3,0,0,0,52.88,0
EMP-02487,DevOps,Senior DBA,MongoDB,58,2,0,0,3,24,29,5,1,1,1,8.1,0
EMP-02488,Engineering,Manager,SQL Server,-45,18,16,2,4,103,45,4,0,0,0,55.67,1
EMP-02489,Finance,Tech Lead,MySQL,16,11,9,2,6,16,35,7,1,1,1,0.0,0
EMP-02490,Platform,SRE,PostgreSQL,51,3,3,0,4,36,1,8,1,1,1,0.0,0
EMP-02491,Data Science,Senior Developer,PostgreSQL,78,16,8,6,7,118,42,4,1,0,1,68.6,1
EMP-02492,Finance,DBA,MySQL,50,5,0,3,0,17,28,7,1,1,1,6.98,0
EMP-02493,Engineering,Senior Developer,MySQL,120,16,15,0,8,58,2,5,1,0,1,0.0,0
EMP-02494,Finance,Security Engineer,MySQL,64,4,4,0,0,17,4,3,1,1,0,0.0,0
EMP-02495,Data Science,Platform Engineer,PostgreSQL,6,9,5,4,7,95,4,3,1,0,0,80.14,1
EMP-02496,DevOps,SRE,PostgreSQL,-17,11,11,0,1,23,30,8,1,1,0,0.0,0
EMP-02497,Engineering,Developer,MySQL,172,1,0,0,4,38,15,8,0,0,1,19.54,0
EMP-02498,Finance,Analyst,Oracle,66,6,5,0,7,49,31,7,1,0,1,4.19,0
EMP-02499,Finance,Developer,Oracle,16,10,9,0,7,111,48,10,1,0,1,0.0,0
EMP-02500,Compliance,Platform Engineer,Oracle,8,18,14,2,7,39,8,4,1,0,0,0.0,0
EMP-02501,Analytics,Tech Lead,PostgreSQL,153,0,0,0,3,27,47,10,0,1,0,3.74,0
EMP-02502,Compliance,Tech Lead,MySQL,114,4,3,1,4,4,44,10,1,1,1,0.0,0
EMP-02503,Infrastructure,SRE,PostgreSQL,30,2,2,0,3,22,5,10,1,1,1,0.0,0
EMP-02504,Data Science,Developer,MySQL,3,8,6,2,1,110,48,4,1,0,1,17.04,0
EMP-02505,Analytics,Senior DBA,PostgreSQL,173,16,10,6,1,7,50,4,1,1,1,0.0,0
EMP-02506,Analytics,Tech Lead,Oracle,59,4,4,0,8,28,39,10,1,1,1,15.05,0
EMP-02507,Infrastructure,Manager,PostgreSQL,133,17,16,0,6,33,10,7,1,0,0,0.0,0
EMP-02508,Infrastructure,Developer,PostgreSQL,135,20,17,2,8,83,38,3,0,0,1,0.0,0
EMP-02509,Finance,Senior DBA,Oracle,58,2,0,2,0,29,15,3,1,1,1,13.49,0
EMP-02510,Data Science,Security Engineer,Oracle,20,3,1,1,0,90,21,10,1,1,1,0.0,0
EMP-02511,Security,Senior Developer,MongoDB,127,7,3,2,4,18,46,5,0,0,0,22.61,0
EMP-02512,Compliance,Tech Lead,MySQL,37,20,17,2,6,35,38,5,0,1,1,0.0,0
EMP-02513,Compliance,Developer,Oracle,92,18,15,1,3,91,43,3,1,0,1,0.0,0
EMP-02514,Data Science,SRE,MySQL,13,4,2,2,1,18,40,2,1,1,0,9.62,0
EMP-02515,DevOps,Developer,MySQL,11,8,6,0,6,27,33,8,1,0,0,0.0,0
EMP-02516,Engineering,Platform Engineer,MySQL,177,9,5,4,1,95,13,4,1,0,0,4.85,0
EMP-02517,Engineering,Manager,MySQL,-13,18,11,5,0,71,2,8,0,0,1,56.35,1
EMP-02518,Platform,Tech Lead,SQL Server,-24,15,8,6,1,15,8,5,1,1,0,96.27,1
EMP-02519,Finance,Manager,Oracle,23,1,0,1,4,81,13,8,1,0,1,26.23,0
EMP-02520,Operations,Platform Engineer,MySQL,-26,14,11,1,6,99,50,10,0,0,1,74.44,1
EMP-02521,Platform,Senior Developer,PostgreSQL,37,2,2,0,3,25,48,9,1,0,1,0.0,0
EMP-02522,Engineering,SRE,Oracle,1,17,14,2,0,29,31,3,1,1,0,0.0,0
EMP-02523,Platform,DBA,Oracle,96,3,1,1,4,13,12,2,0,1,1,57.38,1
EMP-02524,Platform,Senior Developer,Oracle,79,12,6,6,8,119,21,7,1,0,1,95.28,1
EMP-02525,Infrastructure,Senior Developer,SQL Server,11,11,7,3,4,10,27,8,1,0,0,0.0,0
EMP-02526,DevOps,SRE,MariaDB,20,1,0,1,3,21,50,10,1,1,0,0.06,0
EMP-02527,Analytics,Tech Lead,PostgreSQL,110,6,5,1,4,32,3,4,1,1,1,3.48,0
EMP-02528,Security,Senior DBA,Oracle,179,0,0,0,3,1,3,5,1,1,0,0.0,0
EMP-02529,DevOps,Security Engineer,SQL Server,5,5,1,2,0,16,34,8,0,1,1,27.65,0
EMP-02530,Engineering,Senior DBA,Oracle,17,15,11,2,3,12,3,4,1,1,0,0.0,0
EMP-02531,DevOps,Manager,MySQL,-29,6,5,0,6,45,41,5,1,0,1,91.06,1
EMP-02532,Compliance,Tech Lead,Oracle,-3,5,3,2,4,26,36,2,1,1,0,87.16,1
EMP-02533,Engineering,Tech Lead,MySQL,153,15,12,3,7,25,48,3,1,1,1,13.15,0
EMP-02534,Operations,Manager,MySQL,16,1,0,0,5,31,28,9,0,0,0,22.02,0
EMP-02535,Operations,Manager,MariaDB,4,20,15,3,5,13,15,10,0,0,1,0.0,0
EMP-02536,Analytics,Security Engineer,Oracle,1,0,0,0,0,73,28,6,1,1,1,20.29,1
EMP-02537,Security,Analyst,Oracle,112,0,0,0,7,33,45,5,1,0,1,44.06,0
EMP-02538,Analytics,Platform Engineer,MySQL,27,20,18,2,7,42,3,10,1,0,1,0.0,0
EMP-02539,Platform,SRE,MySQL,-45,19,15,4,2,17,28,2,1,1,1,53.48,0
EMP-02540,Operations,Developer,SQL Server,44,12,11,0,4,45,35,8,0,0,0,0.0,0
EMP-02541,DevOps,Developer,MySQL,128,4,1,1,1,61,48,5,0,0,1,11.4,0
EMP-02542,Data Science,Security Engineer,Oracle,36,10,6,3,3,13,6,10,0,1,0,0.0,0
EMP-02543,Security,DBA,PostgreSQL,118,7,3,2,2,9,43,4,1,1,1,5.05,0
EMP-02544,Infrastructure,Senior Developer,Oracle,132,0,0,0,1,87,12,7,1,0,0,0.0,0
EMP-02545,Platform,Security Engineer,SQL Server,139,2,1,0,4,77,23,6,1,1,1,17.04,0
EMP-02546,DevOps,Analyst,PostgreSQL,-21,11,5,5,10,36,46,4,1,0,1,100.0,1
EMP-02547,Analytics,SRE,SQL Server,94,12,10,0,0,17,42,6,1,1,0,0.0,0
EMP-02548,Finance,Security Engineer,MariaDB,41,19,17,1,2,10,26,2,1,1,1,0.0,0
EMP-02549,Compliance,Senior DBA,PostgreSQL,99,14,8,4,4,2,26,10,1,1,0,0.0,0
EMP-02550,Analytics,Security Engineer,MySQL,2,14,10,3,2,49,43,9,0,1,1,12.65,0
EMP-02551,Infrastructure,Tech Lead,PostgreSQL,28,12,8,4,7,33,48,5,1,1,0,38.3,0
EMP-02552,DevOps,Developer,Oracle,-36,9,4,5,3,53,8,9,1,0,0,100.0,1
EMP-02553,Data Science,Analyst,PostgreSQL,0,5,1,3,6,84,24,8,1,0,0,75.29,1
EMP-02554,Compliance,Analyst,PostgreSQL,141,1,0,0,9,93,44,3,1,0,0,62.76,1
EMP-02555,Infrastructure,Developer,MongoDB,139,14,7,5,6,100,26,2,1,0,1,56.33,1
EMP-02556,Infrastructure,Security Engineer,MySQL,49,0,0,0,3,32,17,6,0,1,0,18.67,0
EMP-02557,Finance,DBA,MySQL,124,13,9,2,2,16,36,8,0,1,0,0.0,0
EMP-02558,Finance,SRE,PostgreSQL,-38,17,12,3,3,18,23,5,0,1,0,67.57,1
EMP-02559,Analytics,Tech Lead,PostgreSQL,-38,10,7,3,6,2,5,7,1,1,0,95.75,1
EMP-02560,Data Science,Platform Engineer,Oracle,28,2,0,2,2,87,43,6,1,0,1,27.24,0
EMP-02561,Engineering,Platform Engineer,Oracle,162,8,6,0,2,70,43,5,1,0,1,0.0,0
EMP-02562,Infrastructure,Senior DBA,MySQL,52,3,0,1,2,15,10,7,0,1,1,20.69,0
EMP-02563,Analytics,Senior DBA,MySQL,-24,17,16,0,4,15,8,2,1,1,1,21.19,0
EMP-02564,Engineering,DBA,MySQL,19,18,13,4,3,2,25,7,0,1,0,0.0,0
EMP-02565,Security,Manager,MySQL,5,2,0,1,3,97,27,9,0,0,1,48.65,0
EMP-02566,Finance,SRE,PostgreSQL,116,9,8,1,0,11,17,10,0,1,0,0.0,0
EMP-02567,Infrastructure,Manager,Oracle,75,0,0,0,1,76,25,8,0,0,1,0.0,1
EMP-02568,Platform,Developer,MySQL,12,10,6,2,5,87,19,4,1,0,0,17.69,0
EMP-02569,Operations,DBA,PostgreSQL,53,7,3,4,0,15,11,9,0,1,1,10.15,0
EMP-02570,Finance,Manager,MongoDB,6,8,6,1,4,43,8,5,0,0,1,24.99,0
EMP-02571,Security,SRE,MySQL,5,14,8,4,3,36,44,4,0,1,1,50.25,0
EMP-02572,Infrastructure,Security Engineer,PostgreSQL,161,5,2,3,1,33,3,6,0,1,1,26.42,0
EMP-02573,Infrastructure,Senior DBA,Oracle,-2,11,8,1,2,6,38,10,1,1,0,0.0,0
EMP-02574,Analytics,Tech Lead,MongoDB,170,9,3,5,4,2,8,5,0,1,1,62.81,1
EMP-02575,Platform,Tech Lead,MySQL,-7,19,18,1,6,30,26,4,1,1,1,4.38,0
EMP-02576,Infrastructure,Manager,PostgreSQL,172,10,3,5,7,61,42,6,1,0,1,72.1,1
EMP-02577,Compliance,Platform Engineer,Oracle,92,18,15,2,6,35,43,10,1,0,0,0.0,0
EMP-02578,Analytics,Developer,PostgreSQL,1,6,3,3,3,95,31,8,1,0,1,45.46,0
EMP-02579,Engineering,Manager,MySQL,30,5,1,2,6,21,48,6,0,0,0,56.06,0
EMP-02580,Engineering,Manager,MySQL,165,20,16,3,2,107,4,6,0,0,1,0.0,0
EMP-02581,Engineering,Tech Lead,Oracle,51,4,2,1,2,3,25,3,0,1,1,24.08,0
EMP-02582,Analytics,Developer,PostgreSQL,24,9,7,2,6,102,17,9,0,0,0,20.31,0
EMP-02583,Operations,DBA,MySQL,66,8,3,3,3,31,36,7,1,1,1,18.02,0
EMP-02584,Compliance,Senior DBA,MySQL,30,19,14,3,1,19,18,3,1,1,1,0.0,0
EMP-02585,Finance,Platform Engineer,Oracle,76,6,4,0,1,105,17,6,1,0,0,0.0,0
EMP-02586,Data Science,Senior DBA,PostgreSQL,8,6,3,1,1,25,8,2,1,1,1,4.41,0
EMP-02587,Engineering,SRE,PostgreSQL,6,0,0,0,3,10,24,10,1,1,0,5.19,0
EMP-02588,Infrastructure,Senior Developer,MySQL,16,18,15,3,5,52,41,7,1,0,1,0.0,0
EMP-02589,Compliance,Senior DBA,MongoDB,138,10,5,4,4,18,17,7,1,1,1,21.71,0
EMP-02590,Operations,SRE,Oracle,152,19,12,5,4,18,30,2,1,1,1,12.22,0
EMP-02591,Security,Analyst,Oracle,4,17,12,3,1,107,28,7,1,0,1,0.0,0
EMP-02592,Platform,Senior Developer,Oracle,169,15,13,1,3,74,14,9,1,0,1,0.0,0
EMP-02593,Infrastructure,Security Engineer,Oracle,-6,9,8,1,0,11,8,4,1,1,1,5.29,0
EMP-02594,Platform,Tech Lead,MySQL,157,16,11,5,7,15,4,8,0,1,0,34.19,0
EMP-02595,Security,Senior Developer,MySQL,163,20,18,0,1,87,18,5,1,0,0,0.0,0
EMP-02596,Platform,Manager,MySQL,78,10,2,6,7,118,37,4,0,0,1,100.0,1
EMP-02597,Operations,Manager,Oracle,84,16,13,1,1,89,32,5,1,0,1,0.0,0
EMP-02598,Operations,Analyst,PostgreSQL,88,8,5,3,2,41,35,6,1,0,1,0.0,0
EMP-02599,Data Science,Manager,Oracle,28,8,4,2,7,112,10,7,1,0,1,51.56,0
EMP-02600,Finance,Analyst,Oracle,81,4,2,1,2,86,4,3,1,0,0,1.2,0
EMP-02601,Compliance,Developer,MySQL,-18,6,2,3,6,97,14,9,1,0,0,100.0,1
EMP-02602,Platform,Senior DBA,MongoDB,86,2,0,2,1,16,13,2,0,1,0,30.9,0
EMP-02603,Operations,Security Engineer,Oracle,22,8,7,1,3,36,41,8,0,1,0,0.0,0
EMP-02604,Analytics,Tech Lead,Oracle,8,14,13,0,7,17,45,2,0,1,0,0.0,0
EMP-02605,Platform,Analyst,PostgreSQL,4,10,3,5,8,107,38,10,1,0,0,88.92,1
